"lakeid","year4","daynum","sampledate","depth","rep","sta","event","cl","so4","ca","mg","na","k","fe","mn","cond","flagcl","flagso4","flagca","flagmg","flagna","flagk","flagfe","flagmn","flagcond"
"BM",2004,62,"2004-03-02",10,1,1,"Quarterly",0.27,2.91,7.17,2.18,1.06,0.44,0.01,0,56,,,,,,,"X","X",
"BM",2004,62,"2004-03-02",19,1,1,"Quarterly",0.29,1.08,9.85,2.53,1.14,0.57,1.37,0.09,70,,,,,,,,,
"BM",2004,120,"2004-04-29",0,1,1,"Quarterly",0.25,2.71,5.63,1.71,0.75,0.33,0.01,0,49,"E","E",,,,,"X","X",
"BM",2004,120,"2004-04-29",10,1,1,"Quarterly",0.25,2.69,5.61,1.72,0.79,0.36,0.01,0,49,,,,,,,"X","X",
"BM",2004,120,"2004-04-29",19,1,1,"Quarterly",0.27,2.71,5.68,1.74,0.79,0.36,0.01,0,50,,,,,,,"X","X",
"BM",2004,230,"2004-08-17",0,1,1,"Quarterly",0.35,3.05,6.15,1.87,1,0.43,0.01,0,50,,,,,,,"X","X",
"BM",2004,230,"2004-08-17",5,1,1,"Quarterly",0.33,3.1,6.01,1.85,0.97,0.39,0,0,,"E","E",,,,,"X","X",
"BM",2004,230,"2004-08-17",10,1,1,"Quarterly",0.34,3.11,5.99,1.84,0.99,0.4,0,0,,,,,,,,"X","X",
"BM",2004,230,"2004-08-17",12,1,1,"Quarterly",0.37,3.03,6.35,1.84,0.97,0.4,0.01,0.01,51,,,,,,,"X",,
"BM",2004,230,"2004-08-17",16,1,1,"Quarterly",0.41,2.92,7.4,1.94,1.04,0.46,0.01,0.01,,,,,,,,"X",,
"BM",2004,230,"2004-08-17",19,1,1,"Quarterly",0.4,2.76,7.78,1.96,1.07,0.48,0.32,0.08,58,,,,,,,,,
"BM",2004,313,"2004-11-08",0,1,1,"Quarterly",0.12,0.94,6.31,1.92,1.11,0.4,0.01,0,51,"EAN","EAN",,,,,"X","X",
"BM",2004,313,"2004-11-08",10,1,1,"Quarterly",0.13,0.88,6.31,1.91,1.11,0.4,0.01,0,51,"LAN","LAN",,,,,"X","X",
"BM",2004,313,"2004-11-08",19,1,1,"Quarterly",0.1,0.63,6.33,1.92,1.11,0.39,0.01,0,51,"AN","AN",,,,,"X","X",
"BM",2005,55,"2005-02-24",0,1,1,"Quarterly",0.37,3.59,6.77,2.14,1.02,0.45,0.01,0,60,,,,,,,"X","X",
"BM",2005,55,"2005-02-24",10,1,1,"Quarterly",0.33,3.14,6.37,1.96,0.86,0.41,0.04,0,56,"L",,,,,,,"X",
"BM",2005,55,"2005-02-24",19,1,1,"Quarterly",0.38,1.53,7.69,2.09,0.94,0.5,0.8,0.05,67,,,,,,,,,
"BM",2005,112,"2005-04-22",0,1,1,"Quarterly",0.33,3.14,6.19,1.86,0.86,0.38,0.01,0,50,,,"E","E","E","E","EX","EX",
"BM",2005,112,"2005-04-22",10,1,1,"Quarterly",0.34,3.17,6.12,1.85,0.87,0.38,0,0,51,,,,,,,"X","X",
"BM",2005,112,"2005-04-22",19,1,1,"Quarterly",0.34,3.18,6.27,1.9,0.86,0.39,0.01,0,52,,,,,,,"X","X",
"BM",2005,222,"2005-08-10",0,1,1,"Quarterly",0.3,2.89,5.87,1.86,1.03,0.41,0.02,0.01,51,,,,,,,,,
"BM",2005,222,"2005-08-10",5,1,1,"Quarterly",0.28,2.9,5.85,1.86,1.02,0.4,0.01,0,,"E","E",,,,,"X","X",
"BM",2005,222,"2005-08-10",10,1,1,"Quarterly",0.27,2.71,5.76,1.82,1.02,0.39,0.02,0,51,,,,,,,,"X",
"BM",2005,222,"2005-08-10",12,1,1,"Quarterly",0.54,2.87,6.17,1.85,1,0.42,0.02,0.01,,,,,,,,,,
"BM",2005,222,"2005-08-10",16,1,1,"Quarterly",0.35,2.84,8.09,2.05,1.04,0.5,0.07,0.05,,,,,,,,,,
"BM",2005,222,"2005-08-10",19,1,1,"Quarterly",0.32,2.78,8.21,2.06,1.03,0.53,0.19,0.06,60,,,,,,,,,
"BM",2005,315,"2005-11-11",0,1,1,"Quarterly",0.28,2.88,6.95,2.11,1,0.45,0,0,51,,,,,,,"X","X",
"BM",2005,315,"2005-11-11",10,1,1,"Quarterly",0.28,2.96,6.97,1.83,0.98,0.41,0,0,52,,,,,,,"X","X",
"BM",2005,315,"2005-11-11",19,1,1,"Quarterly",0.29,2.98,6.53,2.01,0.96,0.43,0,0,52,,,,,,,"X","X",
"BM",2006,52,"2006-02-21",0,1,1,"Quarterly",0.38,3.36,6.76,2.03,0.99,0.43,0.01,0,56,,,,,,,"X","X",
"BM",2006,52,"2006-02-21",10,1,1,"Quarterly",0.35,3.09,6.74,2.01,0.93,0.42,0.08,0.01,55,,,"E","E","E","E","E","E",
"BM",2006,52,"2006-02-21",19,1,1,"Quarterly",0.41,2.18,8.09,2.18,0.98,0.52,0.75,0.07,72,,,,,,,,,
"BM",2006,114,"2006-04-24",0,1,1,"Quarterly",0.32,3.1,6.06,1.88,0.89,0.37,0.01,0,51,,,,,,,"X","X",
"BM",2006,114,"2006-04-24",10,1,1,"Quarterly",0.32,3.15,5.93,1.87,0.88,0.36,0.01,0,52,"E","E",,,,,"X","X",
"BM",2006,114,"2006-04-24",19,1,1,"Quarterly",0.32,3.1,6,1.86,0.88,0.36,0.03,0.01,52,,,,,,,,,
"BM",2006,219,"2006-08-07",0,1,1,"Quarterly",0.35,2.94,6.2,1.86,0.87,0.38,0.01,0,51,,,"E","E","E","E","EX","EX",
"BM",2006,219,"2006-08-07",8,1,1,"Quarterly",0.33,2.79,6.28,1.86,0.86,0.37,0.02,0,,,,,,,,,"X",
"BM",2006,219,"2006-08-07",10,1,1,"Quarterly",0.38,2.86,6.23,1.86,0.84,0.39,0.02,0,52,,,,,,,,"X",
"BM",2006,219,"2006-08-07",12,1,1,"Quarterly",0.41,2.85,6.6,1.86,0.86,0.41,0.03,0.01,,,,,,,,,,
"BM",2006,219,"2006-08-07",15,1,1,"Quarterly",0.44,2.94,7.28,1.91,1.21,0.46,0.1,0.06,,"E","E",,,,,,,
"BM",2006,219,"2006-08-07",19,1,1,"Quarterly",0.47,2.69,7.69,1.95,0.86,0.47,0.57,0.06,60,,,,,,,,,
"BM",2006,305,"2006-11-01",0,1,1,"Quarterly",0.31,2.99,6.36,1.82,0.9,0.4,0,0,54,,,,,,,"X","X",
"BM",2006,305,"2006-11-01",10,1,1,"Quarterly",0.31,3.02,6.33,1.83,0.9,0.39,0,0,54,,,,,,,"X","X",
"BM",2006,305,"2006-11-01",18,1,1,"Quarterly",0.31,2.96,6.33,1.82,0.87,0.38,0,0,54,,,,,,,"X","X",
"BM",2007,58,"2007-02-27",0,1,1,"Quarterly",0.39,3.61,7.5,2.25,1.17,0.5,0.01,0,65,,,,,,,"X","X",
"BM",2007,58,"2007-02-27",10,1,1,"Quarterly",0.34,3.16,6.75,2,1.01,0.43,0.03,0,58,,,,,,,,"X",
"BM",2007,58,"2007-02-27",19,1,1,"Quarterly",0.36,1.66,8.3,2.16,1.01,0.54,1.17,0.08,70,,,,,,,,,
"BM",2007,115,"2007-04-25",0,1,1,"Quarterly",0.37,2.76,6.31,1.92,1.03,0.4,0.01,0,52,,,,,,,"X","X",
"BM",2007,115,"2007-04-25",10,1,1,"Quarterly",0.37,2.74,6.44,1.93,1.03,0.41,0.01,0,52,,,,,,,"X","X",
"BM",2007,115,"2007-04-25",19,1,1,"Quarterly",0.38,2.71,6.32,1.92,1.02,0.41,0.01,0,53,"E","E",,,,,"X","X",
"BM",2007,227,"2007-08-15",0,1,1,"Quarterly",0.28,2.97,6.53,2.02,1.04,0.41,0,0,54,,,"E","E","E","E","EX","EX",
"BM",2007,227,"2007-08-15",8,1,1,"Quarterly",0.28,2.93,6.58,2.03,1.04,0.41,0,0,,,,,,,,"X","X",
"BM",2007,227,"2007-08-15",10,1,1,"Quarterly",0.3,2.85,6.55,1.99,1.04,0.42,0,0,54,,,,,,,"X","X",
"BM",2007,227,"2007-08-15",12,1,1,"Quarterly",0.39,2.83,6.92,2,1.02,0.44,0.01,0,56,,,,,,,"X","X",
"BM",2007,227,"2007-08-15",16,1,1,"Quarterly",0.38,2.94,7.96,2.07,1.07,0.54,0.55,0.1,,,,,,,,,,
"BM",2007,227,"2007-08-15",19,1,1,"Quarterly",0.35,2.53,8.25,2.11,1.06,0.56,1.18,0.11,65,,,,,,,,,
"BM",2007,313,"2007-11-09",0,1,1,"Quarterly",0.31,2.97,6.74,2.08,1.07,0.43,0.01,0,55,,,,,,,"X","X",
"BM",2007,313,"2007-11-09",10,1,1,"Quarterly",0.32,3.02,6.74,2.05,1.06,0.43,0.01,0,55,,,,,,,"X","X",
"BM",2007,313,"2007-11-09",18,1,1,"Quarterly",0.33,2.98,6.68,2.06,1.07,0.43,0.01,0,55,,,,,,,"X","X",
"BM",2008,57,"2008-02-26",0,1,1,"Quarterly",0.55,3.52,7.5,2.24,1.19,0.51,0,0,62,,,,,,,"X","X",
"BM",2008,57,"2008-02-26",10,1,1,"Quarterly",0.54,2.75,7.11,2.04,1.04,0.45,0.25,0.01,59,,,,,,,,,
"BM",2008,57,"2008-02-26",19,1,1,"Quarterly",0.53,0.89,9.74,2.28,1.06,0.65,2.21,0.07,83,,,,,,,,,
"BM",2008,130,"2008-05-09",0,1,1,"Quarterly",0.39,2.92,6.83,1.99,0.95,0.37,0.01,0,53,,,,,,,"X","X",
"BM",2008,130,"2008-05-09",10,1,1,"Quarterly",0.37,3.69,6.84,1.98,0.96,0.38,0.01,0,54,,,,,,,"X","X",
"BM",2008,130,"2008-05-09",18,1,1,"Quarterly",0.37,3.78,6.85,1.98,0.95,0.37,0.02,0,55,,,,,,,,"X",
"BM",2008,241,"2008-08-28",0,1,1,"Quarterly",0.02,2.75,6.54,1.97,0.98,0.49,0.01,0,54,,,,,,,"X","X",
"BM",2008,241,"2008-08-28",10,1,1,"Quarterly",0.01,2.62,7.08,1.97,0.97,0.55,0.07,0.01,54,,,,,,,,,
"BM",2008,241,"2008-08-28",12,1,1,"Quarterly",0.01,2.56,8.25,2.05,1,0.56,0.58,0.12,,,,,,,,,,
"BM",2008,241,"2008-08-28",16,1,1,"Quarterly",0.04,2.37,8.32,2.07,1,0.66,0.87,0.11,,,,,,,,,,
"BM",2008,241,"2008-08-28",19,1,1,"Quarterly",0.03,2.2,7.82,2.05,0.99,0.48,0.39,0.07,66,,,,,,,,,
"BM",2008,312,"2008-11-07",0,1,1,"Quarterly",0.02,2.67,7.03,2.1,1.02,0.49,0.01,0,55,,,,,,,"X","X",
"BM",2008,312,"2008-11-07",10,1,1,"Quarterly",0.39,2.73,6.99,2.08,1.02,0.37,0.01,0,55,,,,,,,"X","X",
"BM",2008,312,"2008-11-07",18,1,1,"Quarterly",,,,,,,,,55,,,,,,,,,
"BM",2008,312,"2008-11-07",19,1,1,"Quarterly",0.28,2.78,6.94,2.07,1.01,0.39,0.01,0,,,,,,,,"X","X",
"BM",2009,55,"2009-02-24",0,1,1,"Quarterly",0.47,3.5,8.8,2.7,1.4,0.6,0.01,0,71,,,,,,,"X","X",
"BM",2009,55,"2009-02-24",10,1,1,"Quarterly",0.33,2.77,7.5,2.2,1.1,0.49,0.02,0,60,,,,,,,,"X",
"BM",2009,55,"2009-02-24",19,1,1,"Quarterly",0.36,1.65,9.2,2.4,1.1,0.59,0.69,0.08,77,,,,,,,,,
"BM",2009,119,"2009-04-29",0,1,1,"Quarterly",0.36,2.87,7,2.08,0.9,0.05,0.01,0,54,,,"E","E","E","EX","EX","EX",
"BM",2009,119,"2009-04-29",10,1,1,"Quarterly",0.35,2.63,6.98,2.08,0.86,0.08,0.01,0,55,,,,,,,"X","X",
"BM",2009,119,"2009-04-29",18,1,1,"Quarterly",0.35,2.63,7.03,2.09,0.92,0,0.01,0,55,"E","E",,,,"X","X","X",
"BM",2009,229,"2009-08-17",0,1,1,"Quarterly",0.38,3.06,6.78,2.06,1.09,0.43,0,0,55,"E","E",,,,,"X","X",
"BM",2009,229,"2009-08-17",8,1,1,"Quarterly",0.33,3.01,6.74,2.06,1.13,0.44,0.01,0,,,,,,,,"X","X",
"BM",2009,229,"2009-08-17",10,1,1,"Quarterly",0.41,2.88,6.78,2.05,1.13,0.44,0,0,55,,,,,,,"X","X",
"BM",2009,229,"2009-08-17",12,1,1,"Quarterly",0.42,2.34,7.33,2.07,1.13,0.51,0.01,0,,,,,,,,"X","X",
"BM",2009,229,"2009-08-17",16,1,1,"Quarterly",0.46,2.67,8.54,2.13,1.14,0.57,0.35,0.1,,,,,,,,,,
"BM",2009,229,"2009-08-17",18,1,1,"Quarterly",0.52,2.33,8.49,2.07,1.11,0.57,0.37,0.1,65,,,,,,,,,
"BM",2009,314,"2009-11-10",0,1,1,"Quarterly",0.33,2.87,6.98,2.08,1.14,0.46,0,0,56,,,,,,,"X","X",
"BM",2009,314,"2009-11-10",10,1,1,"Quarterly",0.34,2.95,7.04,2.09,1.12,0.46,0,0,57,,,,,,,"X","X",
"BM",2009,314,"2009-11-10",18,1,1,"Quarterly",0.37,3.03,7.03,2.09,1.11,0.45,0,0,57,,,,,,,"X","X",
"BM",2010,43,"2010-02-12",0,1,1,"Quarterly",0.42,3.66,7.84,2.48,1.28,0.56,0.01,0,65,,,,,,,"X","X",
"BM",2010,43,"2010-02-12",10,1,1,"Quarterly",0.4,3.11,7.47,2.22,1.12,0.49,0.02,0.01,60,,,,,,,,,
"BM",2010,43,"2010-02-12",18,1,1,"Quarterly",0.47,2.56,8.28,2.32,1.16,0.56,0.28,0.04,68,,,,,,,,,
"BM",2010,103,"2010-04-13",0,1,1,"Quarterly",0.38,2.68,7.06,2.12,1.1,0.47,0.02,0,56,,,,,,,,"X",
"BM",2010,103,"2010-04-13",10,1,1,"Quarterly",0.42,2.7,7.08,2.12,1.08,0.46,0.02,0,57,,,,,,,,"X",
"BM",2010,103,"2010-04-13",18,1,1,"Quarterly",0.41,2.76,7.06,2.12,1.07,0.45,0.02,0,56,,,,,,,,"X",
"BM",2010,214,"2010-08-02",0,1,1,"Quarterly",0.44,3.16,6.51,1.96,1.02,0.52,0,0,54,,,,,,,"X","X",
"BM",2010,214,"2010-08-02",8,1,1,"Quarterly",0.43,3.17,6.6,1.99,1,0.41,0,0,,,,,,,,"X","X",
"BM",2010,214,"2010-08-02",10,1,1,"Quarterly",0.46,3.15,6.9,2.02,1.05,0.43,0.01,0,57,,,,,,,"X","X",
"BM",2010,214,"2010-08-02",12,1,1,"Quarterly",0.72,3.02,7.74,2.07,1.05,0.47,0.06,0.03,,,,,,,,,,
"BM",2010,214,"2010-08-02",15,1,1,"Quarterly",0.5,3.03,7.89,2.11,1.08,0.53,0.1,0.08,,,,,,,,,,
"BM",2010,214,"2010-08-02",18,1,1,"Quarterly",0.5,2.4,9.36,2.15,1.09,0.6,0.95,0.1,70,,,"E","E","E","E","E","E",
"BM",2010,315,"2010-11-11",0,1,1,"Quarterly",0.75,3.55,6.6,1.93,1.11,0.41,0,0,55,,,,,,,"X","X",
"BM",2010,315,"2010-11-11",10,1,1,"Quarterly",0.82,3.39,6.53,1.91,0.98,0.41,0,0,56,,,,,,,"X","X",
"BM",2010,315,"2010-11-11",19,1,1,"Quarterly",0.46,3.18,6.59,1.92,0.99,0.41,0,0,55,,,,,,,"X","X",
"BM",2011,47,"2011-02-16",0,1,1,"Quarterly",0.64,3.54,7.85,2.36,1.25,0.51,0.01,0,62,,,,,,,"X","X",
"BM",2011,47,"2011-02-16",10,1,1,"Quarterly",0.6,3.15,7.17,2.13,1.08,0.45,0.05,0,61,,,,,,,,"X",
"BM",2011,47,"2011-02-16",18,1,1,"Quarterly",0.63,1.8,9.63,2.41,1.17,0.59,0.66,0.09,80,,,,,,,,,
"BM",2011,125,"2011-05-05",0,1,1,"Quarterly",0.56,3.12,7.84,2.09,1.07,0.42,0,0,56,,,,,,,"X","X",
"BM",2011,125,"2011-05-05",10,1,1,"Quarterly",0.56,3.13,7.96,2.1,1.09,0.43,0,0,56,,,,,,,"X","X",
"BM",2011,125,"2011-05-05",17,1,1,"Quarterly",0.56,3.14,7.9,2.07,1.07,0.42,0.01,0,56,,,,,,,"X","X",
"BM",2011,235,"2011-08-23",0,1,1,"Quarterly",0.94,3.07,6.55,1.97,0.98,0.41,0,0,55,,,,,,,"X","X",
"BM",2011,235,"2011-08-23",8,1,1,"Quarterly",0.97,3.06,6.44,1.94,1.01,0.41,0,0,,,,,,,,"X","X",
"BM",2011,235,"2011-08-23",10,1,1,"Quarterly",0.97,2.98,6.7,1.96,1,0.43,0,0,56,,,,,,,"X","X",
"BM",2011,235,"2011-08-23",12,1,1,"Quarterly",1.07,2.89,7.18,1.97,1,0.45,0.01,0,,,,,,,,"X","X",
"BM",2011,235,"2011-08-23",16,1,1,"Quarterly",1.09,2.75,7.89,2.1,1.04,0.51,0.06,0.11,,,,,,,,,,
"BM",2011,235,"2011-08-23",18,1,1,"Quarterly",1.06,2.35,8.84,2.08,1.05,0.54,0.5,0.13,68,,,,,,,,,
"BM",2011,319,"2011-11-15",0,1,1,"Quarterly",0.47,2.92,,,,,,,56,,,,,,,,,
"BM",2011,319,"2011-11-15",10,1,1,"Quarterly",0.52,2.95,,,,,,,57,,,,,,,,,
"BM",2011,319,"2011-11-15",18,1,1,"Quarterly",0.52,2.93,,,,,,,57,,,,,,,,,
"BM",2012,51,"2012-02-20",0,1,1,"Quarterly",0.4,3.55,7.5,2.16,0.65,0.21,0.01,0,62,,,,,,,"X","X",
"BM",2012,51,"2012-02-20",10,1,1,"Quarterly",0.4,3.27,7.34,2.11,0.58,0.21,0.01,0,61,,,,,,,"X","X",
"BM",2012,51,"2012-02-20",18,1,1,"Quarterly",0.38,1.92,9.34,2.38,0.62,0.32,0.5,0.1,77,,,,,,,,,
"BM",2012,94,"2012-04-03",0,1,1,"Quarterly",0.58,3.28,7.05,2.05,0.53,0.14,0.01,0,57,,,,,,,"X","X",
"BM",2012,94,"2012-04-03",10,1,1,"Quarterly",0.58,3.27,7.01,2.02,0.51,0.14,0.01,0,57,,,,,,,"X","X",
"BM",2012,94,"2012-04-03",18,1,1,"Quarterly",0.39,2.93,7.04,2.02,0.52,0.14,0.02,0,57,,,,,,,,"X",
"BM",2012,233,"2012-08-20",0,1,1,"Quarterly",0.44,2.85,6.9,2.08,1.3,0.38,0.04,0,57,,,,,,,,"X",
"BM",2012,233,"2012-08-20",8,1,1,"Quarterly",0.46,2.85,6.9,2.08,1.28,0.37,0.04,0,,,,,,,,,"X",
"BM",2012,233,"2012-08-20",10,1,1,"Quarterly",0.5,2.87,6.98,2.11,1.26,0.36,0.04,0,58,,,"E","E","E","E","E","EX",
"BM",2012,233,"2012-08-20",12,1,1,"Quarterly",0.48,2.44,7.76,2.12,1.3,0.41,0.08,0.01,,,,,,,,,,
"BM",2012,233,"2012-08-20",16,1,1,"Quarterly",0.62,2.43,8.71,2.17,1.32,0.46,0.24,0.16,,,,,,,,,,
"BM",2012,233,"2012-08-20",18,1,1,"Quarterly",,,,,,,,,76,,,,,,,,,
"BM",2012,233,"2012-08-20",19,1,1,"Quarterly",0.52,1.28,10.01,2.26,1.64,0.53,1.6,0.2,,,,,,,,,,
"BM",2012,318,"2012-11-13",0,1,1,"Quarterly",0.46,2.94,6.77,2.01,2.15,0.52,0.05,0.01,59,,,,,,,,,
"BM",2012,318,"2012-11-13",10,1,1,"Quarterly",0.43,2.65,6.76,2.03,2.17,0.53,0.05,0.01,59,,,,,,,,,
"BM",2012,318,"2012-11-13",18,1,1,"Quarterly",,,,,,,,,59,,,,,,,,,
"BM",2012,318,"2012-11-13",19,1,1,"Quarterly",0.47,2.99,6.69,2.04,2.12,0.52,0.05,0,,,,,,,,,"X",
"BM",2013,53,"2013-02-22",0,1,1,"Quarterly",0.55,3.58,7.4,2.24,1.11,0.48,0.03,0,66,,,,,,,,"X",
"BM",2013,53,"2013-02-22",10,1,1,"Quarterly",0.5,3.21,7.06,2.11,1.02,0.44,0.05,0.01,63,,,,,,,,,
"BM",2013,53,"2013-02-22",18,1,1,"Quarterly",0.56,1.41,9.29,2.4,1.07,0.58,0.27,0.09,78,,,,,,,,,
"BM",2013,135,"2013-05-15",0,1,1,"Quarterly",0.65,3.2,6.63,1.99,0.94,0.4,0,0,57,,,"E","E","E","E","EX","EX",
"BM",2013,135,"2013-05-15",10,1,1,"Quarterly",0.63,3.18,6.65,1.99,0.94,0.4,0,0,58,,,,,,,"X","X",
"BM",2013,135,"2013-05-15",18,1,1,"Quarterly",0.64,3.15,7.11,2.07,1,0.44,0,0,58,,,,,,,"X","X",
"BM",2013,219,"2013-08-07",0,1,1,"Quarterly",0.39,2.98,6.56,1.93,0.98,0.41,0,0,56,,,,,,,"X","X",
"BM",2013,219,"2013-08-07",5,1,1,"Quarterly",0.4,2.95,6.67,1.95,1.02,0.45,0,0,,"E","E",,,,,"X","X",
"BM",2013,219,"2013-08-07",10,1,1,"Quarterly",0.49,3.01,6.67,1.96,1.02,0.44,0,0,58,,,,,,,"X","X",
"BM",2013,219,"2013-08-07",12,1,1,"Quarterly",0.45,3.15,6.93,1.99,1.02,0.43,0.01,0.01,,,,,,,,"X",,
"BM",2013,219,"2013-08-07",16,1,1,"Quarterly",0.48,2.78,7.81,2.08,1.04,0.49,0.09,0.04,,,,,,,,,,
"BM",2013,219,"2013-08-07",18,1,1,"Quarterly",,,,,,,,,68,,,,,,,,,
"BM",2013,219,"2013-08-07",19,1,1,"Quarterly",0.47,2.72,8.08,2.08,1.04,0.49,0.13,0.05,,,,,,,,,,
"BM",2013,318,"2013-11-14",0,1,1,"Quarterly",0.41,2.95,6.66,2,1.02,0.41,0,0,57,,,,,,,"X","X",
"BM",2013,318,"2013-11-14",10,1,1,"Quarterly",0.42,2.93,6.66,2.01,1.01,0.41,0,0,57,,,,,,,"X","X",
"BM",2013,318,"2013-11-14",18,1,1,"Quarterly",,,,,,,,,57,,,,,,,,,
"BM",2013,318,"2013-11-14",19,1,1,"Quarterly",0.22,1.67,6.61,1.99,1.01,0.41,0,0,,"K","K",,,,,"X","X",
"BM",2014,63,"2014-03-04",0,1,1,"Quarterly",0.54,3.64,6.82,2.18,0.93,0.45,0,0,63,,,,,,,"X","X",
"BM",2014,63,"2014-03-04",10,1,1,"Quarterly",0.54,3.42,7.07,2.12,0.85,0.44,0.03,0,62,,,"E","E","E","E",,"EX",
"BM",2014,63,"2014-03-04",18,1,1,"Quarterly",,,,,,,,,83,,,,,,,,,
"BM",2014,63,"2014-03-04",19,1,1,"Quarterly",0.62,1.67,9.66,2.46,0.91,0.61,1.45,0.1,,,,,,,,,,
"BM",2014,140,"2014-05-20",0,1,1,"Quarterly",0.3,2.89,6.76,1.98,0.5,0.37,0.01,0,56,,,"E","E","E","E","EX","EX",
"BM",2014,140,"2014-05-20",10,1,1,"Quarterly",0.29,2.87,6.72,1.97,0.51,0.38,0.02,0,57,,,,,,,,"X",
"BM",2014,140,"2014-05-20",18,1,1,"Quarterly",0.29,2.92,6.67,1.97,0.5,0.37,0.01,0,57,"E","E",,,,,"X","X",
"BM",2014,223,"2014-08-11",0,1,1,"Quarterly",0.68,3,6.4,1.99,0.96,0.42,0.02,0,56,,,,,,,,"X",
"BM",2014,223,"2014-08-11",5,1,1,"Quarterly",0.69,3.01,6.45,2,0.96,0.42,0.02,0,,,,,,,,,"X",
"BM",2014,223,"2014-08-11",10,1,1,"Quarterly",0.7,2.98,6.41,1.96,0.96,0.41,0.02,0,57,,,,,,,,"X",
"BM",2014,223,"2014-08-11",12,1,1,"Quarterly",0.73,2.99,6.66,1.99,0.97,0.43,0.02,0,,,,,,,,,"X",
"BM",2014,223,"2014-08-11",16,1,1,"Quarterly",0.74,2.81,7.11,2.01,0.98,0.47,0.04,0.03,,,,,,,,,,
"BM",2014,223,"2014-08-11",18,1,1,"Quarterly",0.73,2.71,7.11,2.03,0.99,0.49,0.07,0.08,63,,,,,,,,,
"BM",2014,309,"2014-11-05",0,1,1,"Quarterly",0.44,3.51,6.58,2.02,1.02,0.43,0.01,0,57,,,,,,,"X","X",
"BM",2014,309,"2014-11-05",10,1,1,"Quarterly",0.44,3.56,6.63,2.03,1.03,0.44,0.01,0,58,,,,,,,"X","X",
"BM",2014,309,"2014-11-05",18,1,1,"Quarterly",0.5,3.5,6.72,2.03,1.08,0.48,0.01,0,58,,,"E",,"E","E","EX","EX",
"BM",2015,62,"2015-03-03",0,1,1,"Quarterly",0.47,3.41,6.71,2.22,1,0.47,0.01,0,67,"E","E","E","E","E","E","EX","EX",
"BM",2015,62,"2015-03-03",10,1,1,"Quarterly",0.41,2.87,6.21,1.97,0.88,0.41,0.03,0,61,,,,,,,,"X",
"BM",2015,62,"2015-03-03",18,1,1,"Quarterly",0.44,0.11,7.13,1.95,0.92,0.45,0.88,0.08,75,,,,,,,,,
"BM",2015,113,"2015-04-23",0,1,1,"Quarterly",0.23,1.91,7.99,2.07,1.13,0.45,0.01,0,57,,,,,,,"X","X",
"BM",2015,113,"2015-04-23",10,1,1,"Quarterly",0.37,2.88,8.09,2.07,1.16,0.44,0.01,0,57,,,,,,,"X","X",
"BM",2015,113,"2015-04-23",18,1,1,"Quarterly",0.38,2.88,8.19,2.08,1.18,0.45,0.01,0,57,,,"E","E","E","E","EX","EX",
"BM",2015,224,"2015-08-12",0,1,1,"Quarterly",0.67,3.08,6.43,1.93,0.95,0.39,0,0,56,"E","E",,,,,"X","X",
"BM",2015,224,"2015-08-12",8,1,1,"Quarterly",0.69,3.09,6.4,1.92,0.95,0.39,0,0,,,,,,,,"X","X",
"BM",2015,224,"2015-08-12",12,1,1,"Quarterly",0.84,3.16,6.52,1.92,0.95,0.4,0,0,58,,,,,,,"X","X",
"BM",2015,224,"2015-08-12",16,1,1,"Quarterly",0.75,2.81,7.19,2,0.99,0.46,0.02,0.03,,,,,,,,,,
"BM",2015,224,"2015-08-12",18,1,1,"Quarterly",0.76,2.58,7.77,2.01,1.01,0.46,0.44,0.09,65,,,"E","E","E","E","E","E",
"BM",2015,314,"2015-11-10",0,1,1,"Quarterly",0.5,3.01,6.33,1.96,0.93,0.4,0.01,0,58,,,"E","E","E","E","EX","EX",
"BM",2015,314,"2015-11-10",10,1,1,"Quarterly",0.49,3.08,6.35,1.97,0.95,0.4,0.01,0,58,,,,,,,"X","X",
"BM",2015,314,"2015-11-10",18,1,1,"Quarterly",0.49,2.99,6.27,1.94,0.93,0.39,0.01,0,58,,,,,,,"X","X",
"BM",2016,64,"2016-03-04",0,1,1,"Quarterly",0.56,3.3,6.8,2.18,,0.46,0,0,63,,,,,,,"X","X",
"BM",2016,64,"2016-03-04",10,1,1,"Quarterly",0.65,2.94,6.73,2.1,,0.45,0.02,0,62,,,"E","E","E","E","E","EX",
"BM",2016,64,"2016-03-04",18,1,1,"Quarterly",0.62,1.96,7.84,2.24,,0.5,0.37,0.05,74,"E","E",,,,,,,
"BM",2016,118,"2016-04-27",0,1,1,"Quarterly",0.56,3.06,6.69,1.96,,0.39,0,0,56,,,,,,,"X","X",
"BM",2016,118,"2016-04-27",10,1,1,"Quarterly",0.55,3.06,6.7,1.96,,0.39,0,0,57,,,,,,,"X","X",
"BM",2016,118,"2016-04-27",18,1,1,"Quarterly",0.59,3.14,6.71,1.97,,0.39,0,0,58,,,,,,,"X","X",
"BM",2016,229,"2016-08-16",0,1,1,"Quarterly",0.39,2.99,6.69,2.02,,0.41,0.01,0,56,,,,,,,"X","X",
"BM",2016,229,"2016-08-16",5,1,1,"Quarterly",0.39,2.99,6.74,2.04,,0.42,0,0,,,,,,,,"X","X",
"BM",2016,229,"2016-08-16",10,1,1,"Quarterly",0.41,3.09,7.05,2.05,,0.43,0,0,58,,,,,,,"X","X",
