"lakeid","year4","daynum","sampledate","depth","rep","sta","event","cl","so4","ca","mg","na","k","fe","mn","cond","flagcl","flagso4","flagca","flagmg","flagna","flagk","flagfe","flagmn","flagcond"
"TR",1982,312,"1982-11-08",22,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",23,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",24,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",25,1,2,"Quarterly",1.3,3.03,11.63,2.94,1.59,0.57,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",26,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",27,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",28,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",29,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",30,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",31,1,2,"Quarterly",,,,,,,,,90,,,,,,,,,
"TR",1982,312,"1982-11-08",32,1,2,"Quarterly",1.28,2.99,11.62,2.96,1.64,0.57,,,,,,,,,,,,
"TR",1982,333,"1982-11-29",0,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",1,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",2,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",3,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",4,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",5,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",6,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",7,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",8,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",9,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",10,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",11,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",12,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",13,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",14,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",15,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",16,1,2,"Chem",,,,,,,,,86,,,,,,,,,
"TR",1982,333,"1982-11-29",17,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",18,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",19,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",20,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",21,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",22,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",23,1,2,"Chem",,,,,,,,,87,,,,,,,,,
"TR",1982,333,"1982-11-29",24,1,2,"Chem",,,,,,,,,87,,,,,,,,,
